timestamp,event_type,user_id,product_id,quantity,amount
2025-06-06 14:21:00.968650,enter,user_440,0,0,0
2025-06-06 14:21:00.968650,message,user_440,0,0,0
2025-06-06 14:21:01.753060,message,user_440,0,0,0
2025-06-06 14:21:01.917872,click,user_440,3,0,0
2025-06-06 14:21:03.744369,click,user_440,3,0,0
2025-06-06 14:21:04.601023,message,user_440,0,0,0
2025-06-06 14:21:05.565584,message,user_440,0,0,0
2025-06-06 14:21:06.521482,message,user_440,0,0,0
2025-06-06 14:21:08.788483,message,user_440,0,0,0
2025-06-06 14:21:09.180842,click,user_440,2,0,0
2025-06-06 14:21:09.847339,message,user_440,0,0,0
2025-06-06 14:21:10.471282,message,user_440,0,0,0
2025-06-06 14:21:12.894207,message,user_440,0,0,0
2025-06-06 14:21:13.732179,click,user_440,5,0,0
2025-06-06 14:21:14.446820,click,user_440,4,0,0
2025-06-06 14:21:14.828909,message,user_440,0,0,0
2025-06-06 14:21:17.282724,click,user_440,5,0,0
2025-06-06 14:21:18.640884,click,user_440,1,0,0
2025-06-06 14:21:19.732179,purchase,user_440,5,1,89
2025-06-06 14:21:20.781034,message,user_440,0,0,0
2025-06-06 14:21:22.389359,click,user_440,3,0,0
2025-06-06 14:21:23.334341,click,user_440,2,0,0
2025-06-06 14:21:23.640884,purchase,user_440,1,2,598
2025-06-06 14:21:24.708550,message,user_440,0,0,0
2025-06-06 14:21:24.975151,click,user_440,5,0,0
2025-06-06 14:21:25.975151,purchase,user_440,5,1,89
2025-06-06 14:21:26.913602,message,user_440,0,0,0
2025-06-06 14:21:27.746046,click,user_440,1,0,0
2025-06-06 14:21:29.373855,enter,user_724,0,0,0
2025-06-06 14:21:29.373855,click,user_440,5,0,0
2025-06-06 14:21:29.373855,click,user_724,2,0,0
2025-06-06 14:21:31.269577,click,user_724,1,0,0
2025-06-06 14:21:31.269577,message,user_440,0,0,0
2025-06-06 14:21:31.449157,message,user_724,0,0,0
2025-06-06 14:21:31.449157,click,user_440,5,0,0
2025-06-06 14:21:32.889275,leave,user_440,0,0,0
2025-06-06 14:21:32.889275,message,user_724,0,0,0
2025-06-06 14:21:33.269577,payment,user_724,1,1,299
2025-06-06 14:21:33.892276,click,user_724,3,0,0
2025-06-06 14:21:34.269577,purchase,user_724,1,1,299
2025-06-06 14:21:35.570730,click,user_724,3,0,0
2025-06-06 14:21:36.956814,click,user_724,5,0,0
2025-06-06 14:21:37.449157,purchase,user_440,5,1,89
2025-06-06 14:21:37.573605,click,user_724,4,0,0
2025-06-06 14:21:39.101312,click,user_724,1,0,0
2025-06-06 14:21:40.541142,click,user_724,1,0,0
2025-06-06 14:21:40.541142,enter,user_737,0,0,0
2025-06-06 14:21:40.541142,message,user_737,0,0,0
2025-06-06 14:21:40.713224,click,user_508,3,0,0
2025-06-06 14:21:40.713224,message,user_737,0,0,0
2025-06-06 14:21:40.713224,enter,user_508,0,0,0
2025-06-06 14:21:40.713224,click,user_724,1,0,0
2025-06-06 14:21:40.830117,message,user_724,0,0,0
2025-06-06 14:21:40.830117,message,user_737,0,0,0
2025-06-06 14:21:40.954983,click,user_724,2,0,0
2025-06-06 14:21:41.713224,purchase,user_724,1,1,299
2025-06-06 14:21:41.794242,click,user_724,1,0,0
2025-06-06 14:21:41.794242,message,user_508,0,0,0
2025-06-06 14:21:42.046203,message,user_508,0,0,0
2025-06-06 14:21:42.046203,enter,user_762,0,0,0
2025-06-06 14:21:42.046203,click,user_724,1,0,0
2025-06-06 14:21:42.046203,message,user_737,0,0,0
2025-06-06 14:21:42.046203,click,user_762,4,0,0
2025-06-06 14:21:44.017913,click,user_724,4,0,0
2025-06-06 14:21:44.017913,message,user_737,0,0,0
2025-06-06 14:21:44.017913,message,user_508,0,0,0
2025-06-06 14:21:44.017913,click,user_762,2,0,0
2025-06-06 14:21:44.351923,message,user_737,0,0,0
2025-06-06 14:21:44.351923,message,user_508,0,0,0
2025-06-06 14:21:44.351923,click,user_762,2,0,0
2025-06-06 14:21:44.903115,message,user_762,0,0,0
2025-06-06 14:21:44.903115,click,user_724,3,0,0
2025-06-06 14:21:44.903115,message,user_508,0,0,0
2025-06-06 14:21:45.017913,purchase,user_724,4,1,39
2025-06-06 14:21:45.897857,click,user_508,1,0,0
2025-06-06 14:21:45.897857,click,user_737,3,0,0
2025-06-06 14:21:45.897857,click,user_762,4,0,0
2025-06-06 14:21:45.897857,message,user_724,0,0,0
2025-06-06 14:21:45.954983,purchase,user_724,2,1,199
2025-06-06 14:21:46.118413,click,user_508,4,0,0
2025-06-06 14:21:46.118413,click,user_737,1,0,0
2025-06-06 14:21:46.118413,message,user_762,0,0,0
2025-06-06 14:21:47.550756,click,user_724,3,0,0
2025-06-06 14:21:47.550756,message,user_508,0,0,0
2025-06-06 14:21:47.550756,click,user_762,2,0,0
2025-06-06 14:21:49.344483,leave,user_762,0,0,0
2025-06-06 14:21:49.344483,click,user_724,2,0,0
2025-06-06 14:21:49.344483,message,user_737,0,0,0
2025-06-06 14:21:50.637916,click,user_724,1,0,0
2025-06-06 14:21:50.637916,click,user_508,4,0,0
2025-06-06 14:21:51.118413,purchase,user_508,4,2,78
2025-06-06 14:21:52.344483,purchase,user_724,2,2,398
2025-06-06 14:21:52.404923,message,user_508,0,0,0
2025-06-06 14:21:52.404923,message,user_724,0,0,0
2025-06-06 14:21:53.211666,message,user_724,0,0,0
2025-06-06 14:21:53.211666,message,user_737,0,0,0
2025-06-06 14:21:53.211666,message,user_508,0,0,0
2025-06-06 14:21:53.344483,payment,user_724,1,1,299
2025-06-06 14:21:53.897857,purchase,user_508,1,1,299
2025-06-06 14:21:54.344483,payment,user_724,4,1,39
2025-06-06 14:21:54.942280,message,user_724,0,0,0
2025-06-06 14:21:54.942280,click,user_508,1,0,0
2025-06-06 14:21:55.404923,payment,user_508,1,1,299
2025-06-06 14:21:55.618647,click,user_508,2,0,0
2025-06-06 14:21:55.618647,message,user_724,0,0,0
2025-06-06 14:21:55.618647,message,user_737,0,0,0
2025-06-06 14:21:57.574818,click,user_724,5,0,0
2025-06-06 14:21:57.574818,message,user_737,0,0,0
2025-06-06 14:21:58.251118,message,user_737,0,0,0
2025-06-06 14:21:59.356178,click,user_724,1,0,0
2025-06-06 14:21:59.356178,click,user_737,1,0,0
2025-06-06 14:21:59.356178,click,user_508,4,0,0
2025-06-06 14:22:00.356178,purchase,user_724,1,1,299
2025-06-06 14:22:00.753574,message,user_508,0,0,0
2025-06-06 14:22:02.377679,click,user_724,2,0,0
2025-06-06 14:22:02.377679,click,user_737,3,0,0
2025-06-06 14:22:02.574818,payment,user_724,2,1,398
2025-06-06 14:22:02.618647,purchase,user_508,2,1,199
2025-06-06 14:22:02.627989,click,user_508,1,0,0
2025-06-06 14:22:02.627989,message,user_724,0,0,0
2025-06-06 14:22:02.627989,click,user_737,2,0,0
2025-06-06 14:22:03.845634,click,user_724,2,0,0
2025-06-06 14:22:03.845634,click,user_737,2,0,0
2025-06-06 14:22:04.827762,click,user_737,5,0,0
2025-06-06 14:22:04.827762,click,user_724,3,0,0
2025-06-06 14:22:05.356178,purchase,user_508,4,1,39
2025-06-06 14:22:05.377679,payment,user_724,1,1,299
2025-06-06 14:22:05.845634,purchase,user_737,2,1,199
2025-06-06 14:22:07.303720,click,user_508,2,0,0
2025-06-06 14:22:07.303720,message,user_724,0,0,0
2025-06-06 14:22:07.303720,click,user_737,2,0,0
2025-06-06 14:22:07.376025,payment,user_737,3,1,159
2025-06-06 14:22:09.011883,message,user_724,0,0,0
2025-06-06 14:22:09.011883,click,user_737,1,0,0
2025-06-06 14:22:09.011883,click,user_508,2,0,0
2025-06-06 14:22:11.001766,click,user_508,4,0,0
2025-06-06 14:22:11.001766,click,user_737,4,0,0
2025-06-06 14:22:11.001766,message,user_724,0,0,0
2025-06-06 14:22:11.377679,purchase,user_737,3,1,159
2025-06-06 14:22:11.667178,click,user_724,3,0,0
2025-06-06 14:22:11.667178,message,user_737,0,0,0
2025-06-06 14:22:12.303720,purchase,user_508,2,1,199
2025-06-06 14:22:13.193778,click,user_737,2,0,0
2025-06-06 14:22:13.193778,message,user_508,0,0,0
2025-06-06 14:22:13.193778,message,user_724,0,0,0
2025-06-06 14:22:14.011883,payment,user_508,2,1,199
2025-06-06 14:22:16.264410,enter,user_957,0,0,0
2025-06-06 14:22:16.264410,click,user_957,3,0,0
2025-06-06 14:22:16.264410,click,user_724,2,0,0
2025-06-06 14:22:16.264410,message,user_508,0,0,0
2025-06-06 14:22:16.264410,click,user_737,3,0,0
2025-06-06 14:22:17.628251,message,user_508,0,0,0
2025-06-06 14:22:17.628251,message,user_724,0,0,0
2025-06-06 14:22:18.264410,payment,user_508,2,1,199
2025-06-06 14:22:18.264410,purchase,user_724,2,1,199
2025-06-06 14:22:18.538431,click,user_957,4,0,0
2025-06-06 14:22:18.538431,click,user_724,4,0,0
2025-06-06 14:22:18.538431,click,user_737,5,0,0
2025-06-06 14:22:18.538431,click,user_508,2,0,0
2025-06-06 14:22:18.628251,payment,user_508,4,1,78
2025-06-06 14:22:19.011883,purchase,user_508,2,1,199
2025-06-06 14:22:19.564797,message,user_508,0,0,0
2025-06-06 14:22:19.564797,message,user_737,0,0,0
2025-06-06 14:22:19.564797,message,user_724,0,0,0
2025-06-06 14:22:20.538431,payment,user_737,2,1,199
2025-06-06 14:22:21.264410,payment,user_508,2,1,199
2025-06-06 14:22:21.548984,click,user_724,3,0,0
2025-06-06 14:22:21.548984,click,user_737,1,0,0
2025-06-06 14:22:21.548984,message,user_957,0,0,0
2025-06-06 14:22:22.329232,click,user_724,3,0,0
2025-06-06 14:22:22.329232,message,user_737,0,0,0
2025-06-06 14:22:22.329232,click,user_957,5,0,0
2025-06-06 14:22:23.538431,purchase,user_737,5,1,89
2025-06-06 14:22:23.669136,message,user_957,0,0,0
2025-06-06 14:22:23.669136,message,user_737,0,0,0
2025-06-06 14:22:23.974724,click,user_957,1,0,0
2025-06-06 14:22:23.974724,click,user_508,1,0,0
2025-06-06 14:22:23.974724,click,user_737,5,0,0
2025-06-06 14:22:23.974724,click,user_724,2,0,0
2025-06-06 14:22:25.524234,message,user_737,0,0,0
2025-06-06 14:22:25.524234,click,user_508,4,0,0
2025-06-06 14:22:26.384898,message,user_957,0,0,0
2025-06-06 14:22:26.384898,click,user_737,3,0,0
2025-06-06 14:22:26.384898,click,user_724,3,0,0
2025-06-06 14:22:26.510352,click,user_724,4,0,0
2025-06-06 14:22:26.510352,click,user_737,2,0,0
2025-06-06 14:22:26.510352,message,user_508,0,0,0
2025-06-06 14:22:26.510352,click,user_957,2,0,0
2025-06-06 14:22:27.516696,message,user_724,0,0,0
2025-06-06 14:22:27.516696,click,user_737,4,0,0
2025-06-06 14:22:27.516696,message,user_957,0,0,0
2025-06-06 14:22:29.086390,message,user_957,0,0,0
2025-06-06 14:22:29.086390,click,user_737,5,0,0
2025-06-06 14:22:29.086390,click,user_724,1,0,0
2025-06-06 14:22:29.709903,message,user_737,0,0,0
2025-06-06 14:22:29.709903,click,user_957,3,0,0
2025-06-06 14:22:29.709903,message,user_724,0,0,0
2025-06-06 14:22:29.709903,click,user_508,3,0,0
2025-06-06 14:22:31.001128,message,user_508,0,0,0
2025-06-06 14:22:31.001128,click,user_724,3,0,0
2025-06-06 14:22:31.001128,message,user_737,0,0,0
2025-06-06 14:22:31.516696,payment,user_724,2,1,199
2025-06-06 14:22:31.974724,purchase,user_737,5,1,89
2025-06-06 14:22:32.539807,click,user_724,1,0,0
2025-06-06 14:22:32.539807,click,user_737,1,0,0
2025-06-06 14:22:32.539807,click,user_508,3,0,0
2025-06-06 14:22:32.539807,message,user_957,0,0,0
2025-06-06 14:22:32.959494,message,user_957,0,0,0
2025-06-06 14:22:32.959494,click,user_737,1,0,0
2025-06-06 14:22:32.959494,message,user_508,0,0,0
2025-06-06 14:22:34.258800,click,user_724,1,0,0
2025-06-06 14:22:34.258800,message,user_737,0,0,0
2025-06-06 14:22:34.258800,message,user_508,0,0,0
2025-06-06 14:22:34.258800,click,user_957,4,0,0
2025-06-06 14:22:34.384898,purchase,user_724,3,2,318
2025-06-06 14:22:34.616117,click,user_737,4,0,0
2025-06-06 14:22:34.616117,message,user_724,0,0,0
2025-06-06 14:22:34.616117,click,user_957,2,0,0
2025-06-06 14:22:34.833624,message,user_724,0,0,0
2025-06-06 14:22:34.833624,message,user_737,0,0,0
2025-06-06 14:22:34.833624,click,user_508,1,0,0
2025-06-06 14:22:34.959494,payment,user_724,2,1,199
2025-06-06 14:22:36.453216,click,user_508,4,0,0
2025-06-06 14:22:36.453216,click,user_737,5,0,0
2025-06-06 14:22:36.453216,message,user_957,0,0,0
2025-06-06 14:22:38.129313,click,user_508,3,0,0
2025-06-06 14:22:38.129313,click,user_957,2,0,0
2025-06-06 14:22:38.928021,message,user_724,0,0,0
2025-06-06 14:22:38.928021,click,user_508,2,0,0
2025-06-06 14:22:38.928021,message,user_957,0,0,0
2025-06-06 14:22:39.616117,payment,user_737,5,1,89
2025-06-06 14:22:39.913091,message,user_737,0,0,0
2025-06-06 14:22:39.913091,click,user_508,4,0,0
2025-06-06 14:22:39.913091,click,user_957,4,0,0
