timestamp,event_type,user_id,product_id,quantity,amount
2025-06-06 14:53:13.333615,enter,user_927,0,0,0
2025-06-06 14:53:16.438458,click,user_927,3,0,0
2025-06-06 14:53:16.699659,enter,user_923,0,0,0
2025-06-06 14:53:16.699659,click,user_923,5,0,0
2025-06-06 14:53:18.675679,click,user_927,4,0,0
2025-06-06 14:53:19.873174,leave,user_927,0,0,0
2025-06-06 14:53:22.180509,message,user_923,0,0,0
2025-06-06 14:53:23.832758,click,user_923,2,0,0
2025-06-06 14:53:27.535567,click,user_923,4,0,0
2025-06-06 14:53:27.675679,purchase,user_927,4,1,39
2025-06-06 14:53:28.298357,message,user_923,0,0,0
2025-06-06 14:53:29.982132,enter,user_39,0,0,0
2025-06-06 14:53:29.982132,message,user_923,0,0,0
2025-06-06 14:53:29.982132,click,user_39,1,0,0
2025-06-06 14:53:30.766072,message,user_39,0,0,0
2025-06-06 14:53:31.058537,message,user_39,0,0,0
2025-06-06 14:53:31.058537,click,user_923,4,0,0
2025-06-06 14:53:32.151441,message,user_39,0,0,0
2025-06-06 14:53:32.641323,message,user_39,0,0,0
2025-06-06 14:53:33.380865,click,user_923,5,0,0
2025-06-06 14:53:33.380865,click,user_39,4,0,0
2025-06-06 14:53:33.564457,click,user_923,4,0,0
2025-06-06 14:53:33.564457,message,user_39,0,0,0
2025-06-06 14:53:35.152122,message,user_923,0,0,0
2025-06-06 14:53:35.152122,message,user_39,0,0,0
2025-06-06 14:53:36.511422,click,user_923,4,0,0
2025-06-06 14:53:36.511422,click,user_39,4,0,0
2025-06-06 14:53:38.435751,click,user_923,2,0,0
2025-06-06 14:53:38.435751,message,user_39,0,0,0
2025-06-06 14:53:39.456576,message,user_39,0,0,0
2025-06-06 14:53:39.926574,click,user_923,2,0,0
2025-06-06 14:53:41.418047,click,user_39,3,0,0
2025-06-06 14:53:42.511422,purchase,user_39,4,1,39
2025-06-06 14:53:42.877168,click,user_39,4,0,0
2025-06-06 14:53:43.054742,click,user_923,5,0,0
2025-06-06 14:53:43.054742,message,user_39,0,0,0
2025-06-06 14:53:43.435751,payment,user_39,4,1,39
2025-06-06 14:53:43.877168,purchase,user_39,4,1,39
2025-06-06 14:53:44.656123,click,user_39,4,0,0
2025-06-06 14:53:45.831985,message,user_39,0,0,0
2025-06-06 14:53:47.220904,message,user_923,0,0,0
2025-06-06 14:53:47.220904,click,user_39,5,0,0
2025-06-06 14:53:48.914410,message,user_39,0,0,0
2025-06-06 14:53:49.862390,click,user_923,4,0,0
2025-06-06 14:53:49.862390,click,user_111,4,0,0
2025-06-06 14:53:49.862390,enter,user_111,0,0,0
2025-06-06 14:53:49.987394,message,user_39,0,0,0
2025-06-06 14:53:49.987394,message,user_111,0,0,0
2025-06-06 14:53:49.987394,message,user_923,0,0,0
2025-06-06 14:53:50.154919,message,user_111,0,0,0
2025-06-06 14:53:50.154919,click,user_923,5,0,0
